symbol,name,market,asset_type,currency,theme,sector,index_family,expense_ratio_pct,complexity,tags,aliases,is_leveraged,is_inverse,source_market_segment
539A.T,NZAM 上場投信 海外債券（FTSE WGBI除く日本）（為替ヘッジなし）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",NZAM 上場投信 海外債券（FTSE WGBI除く日本）（為替ヘッジなし） FTSE世界国債インデックス（除く日本、当社円換算ベース）,false,false,
1566.T,上場インデックスファンド新興国債券,jp,etf,JPY,index,index,,0.45,beginner,"low_cost,balanced",上場インデックスファンド新興国債券 ブルームバーグ自国通貨建て新興市場国債・10％国キャップ・インデックス,false,false,
2519.T,ＮＥＸＴ ＦＵＮＤＳ新興国債券・J.P.モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.19,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ新興国債券・J.P.モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信 J.P.モルガン・エマージング・マーケット・ボンド・インデックス・プラス,false,false,
1482.T,iシェアーズ・コア 米国債7-10年 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ・コア 米国債7-10年 ETF（為替ヘッジあり） FTSE米国債7-10年セレクト・インデックス（国内投信用 円ヘッジ円ベース）,false,false,
1486.T,上場インデックスファンド米国債券（為替ヘッジなし）,jp,etf,JPY,index,index,,0.16,beginner,"low_cost,balanced",上場インデックスファンド米国債券（為替ヘッジなし） S&P 米国債7-10年指数（TTM、円建て）,false,false,
1487.T,上場インデックスファンド米国債券（為替ヘッジあり）,jp,etf,JPY,index,index,,0.16,beginner,"low_cost,balanced",上場インデックスファンド米国債券（為替ヘッジあり） S&P 米国債7-10年指数（TTM、円建て、円ヘッジ）,false,false,
1496.T,iシェアーズ 米ドル建て投資適格社債 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.28,beginner,"low_cost,balanced",iシェアーズ 米ドル建て投資適格社債 ETF（為替ヘッジあり） Markit iBoxx 米ドル建てリキッド投資適格指数（TTM円ヘッジ付き）,false,false,
1497.T,iシェアーズ 米ドル建てハイイールド社債 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.58,beginner,"low_cost,balanced",iシェアーズ 米ドル建てハイイールド社債 ETF（為替ヘッジあり） Markit iBoxx 米ドル建てリキッド･ハイイールド指数（TTM円ヘッジ付き）,false,false,
1656.T,iシェアーズ・コア 米国債7-10年 ETF,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ・コア 米国債7-10年 ETF FTSE米国債7-10年セレクト・インデックス（国内投信用 円ベース）,false,false,
2554.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国投資適格社債（1-10年）インデックス（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.27,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国投資適格社債（1-10年）インデックス（為替ヘッジあり）連動型上場投信 ブルームバーグ米国投資適格社債（1-10年）インデックス（円ヘッジ・円ベース）,true,false,
2620.T,iシェアーズ 米国債1-3年 ETF,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債1-3年 ETF ＦＴＳＥ米国債1-3年セレクト・インデックス（国内投信用 円ベース）,false,false,
2621.T,iシェアーズ 米国債20年超 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債20年超 ETF（為替ヘッジあり） ＦＴＳＥ米国債20年超セレクト・インデックス（国内投信用 円ヘッジ円ベース）,false,false,
2622.T,iシェアーズ 米ドル建て新興国債券 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.45,beginner,"low_cost,balanced",iシェアーズ 米ドル建て新興国債券 ETF（為替ヘッジあり） J.P.モルガン・エマージング・マーケッツ・ボンド・インデックス・グローバル・コア・インデックス 国内投信用（円建て、円ヘッジ）,false,false,
2623.T,iシェアーズ ユーロ建て投資適格社債 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.28,beginner,"low_cost,balanced",iシェアーズ ユーロ建て投資適格社債 ETF（為替ヘッジあり） ブルームバーグ・ユーロ社債インデックス TTM（為替ヘッジ有り、円ベース）,false,false,
2647.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジなし）連動型上場投信,jp,etf,JPY,index,index,,0.13,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジなし）連動型上場投信 ブルームバーグ米国国債（7-10年）インデックスTTM（為替ヘッジなし、円ベース）,true,false,
2648.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.13,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信 ブルームバーグ米国国債（7-10年）インデックスTTM（為替ヘッジあり、円ベース）,true,false,
376A.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（75％為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.13,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（7-10年）インデックス（75％為替ヘッジあり）連動型上場投信 ブルームバーグ米国国債（7-10年）インデックスTTM（75％為替ヘッジあり、円ベース）,true,false,
2090.T,NZAM 上場投信 米国国債7-10年（為替ヘッジあり）,jp,etf,JPY,index,index,,0.13,beginner,"low_cost,balanced",NZAM 上場投信 米国国債7-10年（為替ヘッジあり） Bloomberg米国国債7-10年指数（為替ヘッジあり・円ベース）,false,false,
538A.T,NZAM 上場投信 米国国債7-10年（為替ヘッジなし）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",NZAM 上場投信 米国国債7-10年（為替ヘッジなし） Bloomberg米国国債7-10年指数（当社円換算ベース）,false,false,
2838.T,ＭＡＸＩＳ米国国債７-１０年上場投信（為替ヘッジなし）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＭＡＸＩＳ米国国債７-１０年上場投信（為替ヘッジなし） S&P 米国債７-１０年指数（円換算ベース）,false,false,
2839.T,ＭＡＸＩＳ米国国債７-１０年上場投信（為替ヘッジあり）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＭＡＸＩＳ米国国債７-１０年上場投信（為替ヘッジあり） S&P 米国債７-１０年指数（円ヘッジ・円換算ベース）,false,false,
2649.T,iシェアーズ 米国政府系機関ジニーメイMBS ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.125,beginner,"low_cost,balanced",iシェアーズ 米国政府系機関ジニーメイMBS ETF（為替ヘッジあり） ブルームバーグ米国GNMAインデックス TTM（為替ヘッジ有り、円ベース）,false,false,
2856.T,iシェアーズ 米国債3-7年 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債3-7年 ETF（為替ヘッジあり） ＦＴＳＥ米国債3-7年セレクト・インデックス（国内投信用、円ヘッジ・円ベース）,false,false,
2255.T,iシェアーズ 米国債20年超 ETF,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債20年超 ETF ＦＴＳＥ米国債20年超セレクト・インデックス（国内投信用、円ベース）,false,false,
2256.T,iシェアーズ 米国総合債券 ETF,jp,etf,JPY,index,index,,0.08,beginner,"low_cost,balanced",iシェアーズ 米国総合債券 ETF ブルームバーグ米国総合インデックスTTM（為替ヘッジなし、円ベース）,false,false,
2257.T,iシェアーズ 米ドル建て投資適格社債 ETF,jp,etf,JPY,index,index,,0.09,beginner,"low_cost,balanced",iシェアーズ 米ドル建て投資適格社債 ETF ICE BofA USコーポレート・インデックス（国内投信用、円ベース）,false,false,
2258.T,iシェアーズ 米ドル建てハイイールド社債 ETF,jp,etf,JPY,index,index,,0.19,beginner,"low_cost,balanced",iシェアーズ 米ドル建てハイイールド社債 ETF ICE BofA USハイ・イールド・コンストレインド・インデックス（国内投信用、円ベース）,false,false,
2012.T,iシェアーズ 米国債0-3ヶ月 ETF,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債0-3ヶ月 ETF ＦＴＳＥ米国債0-3ヶ月インデックス（国内投信用、円ベース）,false,false,
133A.T,グローバルＸ 超短期米国債 ETF,jp,etf,JPY,index,index,,0.0975,beginner,"low_cost,balanced",グローバルＸ 超短期米国債 ETF Solactive 1-3 month US T-Bill Index（円換算）,false,false,
179A.T,グローバルＸ 超長期米国債 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.095,beginner,"low_cost,balanced",グローバルＸ 超長期米国債 ETF（為替ヘッジあり） ICE US Treasury 25+ Year Bond Index （円建て、円ヘッジ）,false,false,
180A.T,グローバルＸ 超長期米国債 ETF,jp,etf,JPY,index,index,,0.095,beginner,"low_cost,balanced",グローバルＸ 超長期米国債 ETF ICE U.S. Treasury 25+ Year Bond Index （円換算）,false,false,
181A.T,ＭＡＸＩＳ米国国債１-３年上場投信（為替ヘッジなし）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＭＡＸＩＳ米国国債１-３年上場投信（為替ヘッジなし） ＩＣＥ米国債１-３年指数（円ベース）,false,false,
182A.T,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし） ＩＣＥ米国債２０年超指数（円ベース）,false,false,
183A.T,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり） ＩＣＥ米国債２０年超指数（円ヘッジ・円ベース）,false,false,
237A.T,iシェアーズ 米国債25年超 ロングデュレーション ETF,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債25年超 ロングデュレーション ETF ＦＴＳＥ米国債STRIPS元本25年超インデックス（国内投信用、円ベース）,false,false,
238A.T,iシェアーズ 米国債25年超 ロングデュレーション ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.14,beginner,"low_cost,balanced",iシェアーズ 米国債25年超 ロングデュレーション ETF（為替ヘッジあり） ＦＴＳＥ米国債STRIPS元本25年超インデックス（国内投信用、円ヘッジ・円ベース）,false,false,
2843.T,上場インデックスファンド豪州国債（為替ヘッジあり）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",上場インデックスファンド豪州国債（為替ヘッジあり） ブルームバーグ豪州国債（7-10年）インデックス（為替ヘッジあり、円ベース）,false,false,
2844.T,上場インデックスファンド豪州国債（為替ヘッジなし）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",上場インデックスファンド豪州国債（為替ヘッジなし） ブルームバーグ豪州国債（7-10年）インデックスTTM（為替ヘッジなし、円ベース）,false,false,
2853.T,iシェアーズ 気候リスク調整世界国債 ETF（除く日本・為替ヘッジあり）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",iシェアーズ 気候リスク調整世界国債 ETF（除く日本・為替ヘッジあり） ＦＴＳＥアドバンスト気候リスク調整世界国債インデックス（除く日本、国内投信用、円ヘッジ・円ベース）,false,false,
2857.T,i シェアーズ ドイツ国債 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.12,beginner,"low_cost,balanced",i シェアーズ ドイツ国債 ETF（為替ヘッジあり） ＦＴＳＥドイツ国債インデックス（国内投信用、円ヘッジ・円ベース）,false,false,
2245.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・ドイツ国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信,jp,etf,JPY,index,index,,0.1,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・ドイツ国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信 ブルームバーグ・ドイツ国債（7-10年）インデックスTTM（為替 ヘッジあり、円ベース）,true,false,
2091.T,NZAM 上場投信 ドイツ国債7-10年（為替ヘッジあり）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",NZAM 上場投信 ドイツ国債7-10年（為替ヘッジあり） Bloombergドイツ国債7-10年指数（為替ヘッジあり・円ベース）,false,false,
2861.T,上場インデックスファンドフランス国債（為替ヘッジなし）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",上場インデックスファンドフランス国債（為替ヘッジなし） ブルームバーグ・フランス国債（7-10年）インデックスTTM（為替ヘッジなし、円ベース）,false,false,
2862.T,上場インデックスファンドフランス国債（為替ヘッジあり）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",上場インデックスファンドフランス国債（為替ヘッジあり） ブルームバーグ・フランス国債（7-10年）インデックスTTM（為替ヘッジあり、円ベース）,false,false,
2246.T,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・フランス国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信(注6),jp,etf,JPY,index,index,,0.1,leveraged,,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・フランス国債（7-10年）インデックス（為替ヘッジあり）連動型上場投信(注6) ブルームバーグ・フランス国債（7-10年）インデックスTTM（為替ヘッジあり、円ベース）,true,false,
2092.T,NZAM 上場投信 フランス国債7-10年（為替ヘッジあり）,jp,etf,JPY,index,index,,0.11,beginner,"low_cost,balanced",NZAM 上場投信 フランス国債7-10年（為替ヘッジあり） Bloombergフランス国債7-10年指数（為替ヘッジあり・円ベース）,false,false,
2259.T,iシェアーズ フランス国債7-10年 ETF（為替ヘッジあり）,jp,etf,JPY,index,index,,0.10,beginner,"low_cost,balanced",iシェアーズ フランス国債7-10年 ETF（為替ヘッジあり） ＦＴＳＥフランス国債7-10年インデックス（国内投信用、円ヘッジ・円ベース）,false,false,
2866.T,グローバルＸ 米国優先証券 ETF,jp,etf,JPY,index,index,,0.255,beginner,"low_cost,balanced",グローバルＸ 米国優先証券 ETF ICE BofA Diversified Core U.S. Preferred Securities Index（円換算）,false,false,
2019.T,グローバルＸ 米国優先証券 ETF（隔月分配型）,jp,etf,JPY,index,index,,0.255,beginner,"low_cost,balanced",グローバルＸ 米国優先証券 ETF（隔月分配型） ICE BofA Diversified Core U.S. Preferred Securities Index（円換算）,false,false,
516A.T,iFreeETF 米ドル・ブル（1倍）,jp,etf,JPY,index,index,,0.14,leveraged,,iFreeETF 米ドル・ブル（1倍） ブルームバーグ米ドルブル（日本円）インデックス,true,false,
517A.T,iFreeETF 米ドル・ベア（1倍）,jp,etf,JPY,index,index,,0.14,inverse,,iFreeETF 米ドル・ベア（1倍） ブルームバーグ米ドルベア（日本円）インデックス,false,true,
1328.T,ＮＥＸＴ ＦＵＮＤＳ 金価格連動型上場投信 先物型,jp,etf,JPY,commodity,index,,0.16,beginner,balanced,ＮＥＸＴ ＦＵＮＤＳ 金価格連動型上場投信 先物型 金,false,false,
1326.T,SPDR®ゴールド・シェア 受益証券(注2),jp,etf,JPY,commodity,index,,0.4,beginner,balanced,SPDR®ゴールド・シェア 受益証券(注2) 金,false,false,
1672.T,WisdomTree 金上場投資信託(注2)(注5),jp,etf,JPY,index,index,,0.39,beginner,"low_cost,balanced",WisdomTree 金上場投資信託(注2)(注5) 金,false,false,
1540.T,純金上場信託（現物国内保管型）,jp,etf,JPY,commodity,index,,0.4,beginner,balanced,純金上場信託（現物国内保管型） 金,false,false,
314A.T,iシェアーズ ゴールド ETF,jp,etf,JPY,commodity,index,,0.20,beginner,balanced,iシェアーズ ゴールド ETF ＬＢＭＡ金価格（円換算ベース）,false,false,
447A.T,ステート・ストリート・スパイダー ゴールド ETF（為替ヘッジなし）,jp,etf,JPY,commodity,index,,0.17,beginner,balanced,ステート・ストリート・スパイダー ゴールド ETF（為替ヘッジなし） LBMA金価格（円換算ベース）,false,false,
448A.T,ステート・ストリート・スパイダー ゴールド ETF（為替ヘッジあり）,jp,etf,JPY,commodity,index,,0.17,beginner,balanced,ステート・ストリート・スパイダー ゴールド ETF（為替ヘッジあり） LBMA金価格（円ヘッジベース）,false,false,
424A.T,グローバルＸ ゴールド ETF（為替ヘッジあり）,jp,etf,JPY,commodity,index,,0.1775,beginner,balanced,グローバルＸ ゴールド ETF（為替ヘッジあり） Mirae Asset Gold Bullion ETF Hedged Index,false,false,
425A.T,グローバルＸ ゴールド ETF,jp,etf,JPY,commodity,index,,0.1775,beginner,balanced,グローバルＸ ゴールド ETF Mirae Asset Gold Bullion ETF Index（円換算ベース）,false,false,
1674.T,WisdomTree 白金上場投資信託(注2)(注5),jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 白金上場投資信託(注2)(注5) 白金,false,false,
1541.T,純プラチナ上場信託（現物国内保管型）,jp,etf,JPY,commodity,index,,0.5,beginner,balanced,純プラチナ上場信託（現物国内保管型） 白金,false,false,
569A.T,iシェアーズ プラチナ ETF,jp,etf,JPY,commodity,index,,0.45,beginner,balanced,iシェアーズ プラチナ ETF ＬＢＭＡプラチナ価格（円換算ベース）,false,false,
1673.T,WisdomTree 銀上場投資信託(注2)(注5),jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 銀上場投資信託(注2)(注5) 銀,false,false,
1542.T,純銀上場信託（現物国内保管型）,jp,etf,JPY,commodity,index,,0.5,beginner,balanced,純銀上場信託（現物国内保管型） 銀,false,false,
568A.T,iシェアーズ シルバー ETF,jp,etf,JPY,commodity,index,,0.45,beginner,balanced,iシェアーズ シルバー ETF ＬＢＭＡ銀価格（円換算ベース）,false,false,
577A.T,グローバルＸ シルバー ETF,jp,etf,JPY,commodity,index,,0.5175,beginner,balanced,グローバルＸ シルバー ETF Solactive Silver Spot Sydney Close Index（円換算ベース）,false,false,
578A.T,グローバルＸ シルバー ETF（為替ヘッジあり）,jp,etf,JPY,commodity,index,,0.5175,beginner,balanced,グローバルＸ シルバー ETF（為替ヘッジあり） Solactive Silver Spot Sydney Close Index（JPY Hedged）,false,false,
1675.T,WisdomTree パラジウム上場投資信託(注2)(注5),jp,etf,JPY,commodity,index,,0.49,beginner,balanced,WisdomTree パラジウム上場投資信託(注2)(注5) パラジウム,false,false,
1543.T,純パラジウム上場信託（現物国内保管型）,jp,etf,JPY,commodity,index,,0.5,beginner,balanced,純パラジウム上場信託（現物国内保管型） パラジウム,false,false,
1671.T,WTI原油価格連動型上場投信 先物型,jp,etf,JPY,commodity,index,,0.85,beginner,balanced,WTI原油価格連動型上場投信 先物型 WTI原油先物価格,false,false,
1699.T,NEXT FUNDS NOMURA原油インデックス連動型上場投信 先物型,jp,etf,JPY,commodity,index,,0.5,beginner,balanced,NEXT FUNDS NOMURA原油インデックス連動型上場投信 先物型 NOMURA原油ロングインデックス,false,false,
1676.T,WisdomTree 貴金属バスケット上場投資信託(注2)(注5),jp,etf,JPY,commodity,index,,0.44,beginner,balanced,WisdomTree 貴金属バスケット上場投資信託(注2)(注5) 貴金属バスケット(金、銀、白金、パラジウム),false,false,
1684.T,WisdomTree ブロード上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree ブロード上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Commodity Index,false,false,
1685.T,WisdomTree エネルギー上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree エネルギー上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Energy Subindex,false,false,
1686.T,WisdomTree 産業用金属上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 産業用金属上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Industrial Metals Subindex,false,false,
1687.T,WisdomTree 農産物上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 農産物上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Agriculture Subindex,false,false,
1688.T,WisdomTree 穀物上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 穀物上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Grains Subindex,false,false,
1689.T,WisdomTree 天然ガス上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 天然ガス上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Natural Gas Subindex,false,false,
1690.T,WisdomTree WTI 原油上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,commodity,index,,0.49,beginner,balanced,WisdomTree WTI 原油上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg WTI Crude Oil Multi-Tenor Excess Return Index,false,false,
1691.T,WisdomTree ガソリン上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree ガソリン上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Unleaded Gasoline Subindex,false,false,
1692.T,WisdomTree アルミニウム上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree アルミニウム上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Aluminum Subindex,false,false,
1693.T,WisdomTree 銅上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 銅上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Copper Subindex,false,false,
1694.T,WisdomTree ニッケル上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree ニッケル上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Nickel Subindex,false,false,
1695.T,WisdomTree 小麦上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 小麦上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Wheat Subindex,false,false,
1696.T,WisdomTree とうもろこし上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree とうもろこし上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Corn Subindex,false,false,
1697.T,WisdomTree 大豆上場投資信託(注2)(注5) OTCスワップ型 先物型,jp,etf,JPY,index,index,,0.49,beginner,"low_cost,balanced",WisdomTree 大豆上場投資信託(注2)(注5) OTCスワップ型 先物型 Bloomberg Soybeans Subindex,false,false,
2080.T,ＰＢＲ１倍割れ解消推進ＥＴＦ アクティブ運用型,jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",ＰＢＲ１倍割れ解消推進ＥＴＦ アクティブ運用型 -,false,false,
2081.T,政策保有解消推進ＥＴＦ アクティブ運用型,jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",政策保有解消推進ＥＴＦ アクティブ運用型 -,false,false,
2082.T,投資家経営者一心同体ＥＴＦ アクティブ運用型,jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",投資家経営者一心同体ＥＴＦ アクティブ運用型 -,false,false,
2083.T,ＮＥＸＴ ＦＵＮＤＳ 日本成長株アクティブ上場投信 アクティブ運用型,jp,etf,JPY,index,index,,0.625,beginner,"low_cost,balanced",ＮＥＸＴ ＦＵＮＤＳ 日本成長株アクティブ上場投信 アクティブ運用型 -,false,false,
2084.T,ＮＥＸＴ ＦＵＮＤＳ 日本高配当株アクティブ上場投信 アクティブ運用型,jp,etf,JPY,index,index,,0.475,beginner,"dividend,balanced",ＮＥＸＴ ＦＵＮＤＳ 日本高配当株アクティブ上場投信 アクティブ運用型 -,false,false,
2085.T,ＭＡＸＩＳ高配当日本株アクティブ上場投信 アクティブ運用型,jp,etf,JPY,index,index,,0.375,beginner,"dividend,balanced",ＭＡＸＩＳ高配当日本株アクティブ上場投信 アクティブ運用型 -,false,false,
2093.T,上場Tracers 米国債0-2年ラダー（為替ヘッジなし） アクティブ運用型,jp,etf,JPY,index,index,,0.06,beginner,"low_cost,balanced",上場Tracers 米国債0-2年ラダー（為替ヘッジなし） アクティブ運用型 -,false,false,
2011.T,ＳＭＤＡＭ Ａｃｔｉｖｅ ＥＴＦ 日本高配当株式 アクティブ運用型,jp,etf,JPY,index,index,,0.53,beginner,"dividend,balanced",ＳＭＤＡＭ Ａｃｔｉｖｅ ＥＴＦ 日本高配当株式 アクティブ運用型 -,false,false,
2015.T,iFreeETF 米国国債7-10年（為替ヘッジなし） アクティブ運用型,jp,etf,JPY,index,index,,0.10,beginner,"low_cost,balanced",iFreeETF 米国国債7-10年（為替ヘッジなし） アクティブ運用型 -,false,false,
2016.T,iFreeETF 米国国債7-10年（為替ヘッジあり） アクティブ運用型,jp,etf,JPY,index,index,,0.10,beginner,"low_cost,balanced",iFreeETF 米国国債7-10年（為替ヘッジあり） アクティブ運用型 -,false,false,
170A.T,ＳＭＴ ＥＴＦ日本好配当株アクティブ アクティブ運用型,jp,etf,JPY,index,index,,0.45,beginner,"low_cost,balanced",ＳＭＴ ＥＴＦ日本好配当株アクティブ アクティブ運用型 -,false,false,
257A.T,ＳＭＴ ＥＴＦ日本株厳選投資アクティブ アクティブ運用型,jp,etf,JPY,index,index,,0.7,beginner,"low_cost,balanced",ＳＭＴ ＥＴＦ日本株厳選投資アクティブ アクティブ運用型 -,false,false,
258A.T,ＳＭＴ ＥＴＦ国内リート厳選投資アクティブ アクティブ運用型(特化型),jp,etf,JPY,reit,real_estate,,0.55,beginner,"low_cost,balanced",ＳＭＴ ＥＴＦ国内リート厳選投資アクティブ アクティブ運用型(特化型) -,false,false,
349A.T,ＳＭＤＡＭ Ａｃｔｉｖｅ ＥＴＦ 日本グロース株式 アクティブ運用型,jp,etf,JPY,index,index,,0.53,beginner,"low_cost,balanced",ＳＭＤＡＭ Ａｃｔｉｖｅ ＥＴＦ 日本グロース株式 アクティブ運用型 -,false,false,
381A.T,iFreeETF 米国国債3-5年（為替ヘッジなし） アクティブ運用型,jp,etf,JPY,index,index,,0.10,beginner,"low_cost,balanced",iFreeETF 米国国債3-5年（為替ヘッジなし） アクティブ運用型 -,false,false,
382A.T,iFreeETF 米国国債3-5年（為替ヘッジあり） アクティブ運用型,jp,etf,JPY,index,index,,0.10,beginner,"low_cost,balanced",iFreeETF 米国国債3-5年（為替ヘッジあり） アクティブ運用型 -,false,false,
394A.T,業界改革厳選ＥＴＦテレビ業界 アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",業界改革厳選ＥＴＦテレビ業界 アクティブ運用型(特化型) -,false,false,
395A.T,業界改革厳選ＥＴＦ地銀 アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",業界改革厳選ＥＴＦ地銀 アクティブ運用型(特化型) -,false,false,
396A.T,業界改革厳選ＥＴＦ ＲＥＩＴイベント・ドリブン アクティブ運用型(特化型),jp,etf,JPY,index,index,,0.90,beginner,"low_cost,balanced",業界改革厳選ＥＴＦ ＲＥＩＴイベント・ドリブン アクティブ運用型(特化型) -,false,false,
