code,security_name,market,asset_type,currency,theme,sector,tags,aliases,market_cap_tier,source_market_segment,source_industry_33,source_industry_17,source_scale_category
4783,ＮＣＤ,jp,stock,JPY,technology,technology,growth,ＮＣＤ スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4784,ＧＭＯインターネット,jp,stock,JPY,consumer,consumer,balanced,ＧＭＯインターネット プライム（内国株式） サービス業 情報通信・サービスその他,small,プライム（内国株式）,サービス業,情報通信・サービスその他,TOPIX Small 2
478A,フツパー,jp,stock,JPY,technology,technology,growth,フツパー グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
4792,山田コンサルティンググループ,jp,stock,JPY,consumer,consumer,balanced,山田コンサルティンググループ プライム（内国株式） サービス業 情報通信・サービスその他,small,プライム（内国株式）,サービス業,情報通信・サービスその他,TOPIX Small 2
479A,ＰＲＯＮＩ,jp,stock,JPY,technology,technology,growth,ＰＲＯＮＩ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
4800,オリコン,jp,stock,JPY,technology,technology,growth,オリコン スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4801,セントラルスポーツ,jp,stock,JPY,consumer,consumer,balanced,セントラルスポーツ プライム（内国株式） サービス業 情報通信・サービスその他,small,プライム（内国株式）,サービス業,情報通信・サービスその他,TOPIX Small 2
4809,パラカ,jp,stock,JPY,balanced,real_estate,balanced,パラカ プライム（内国株式） 不動産業 不動産,small,プライム（内国株式）,不動産業,不動産,TOPIX Small 2
480A,リブ・コンサルティング,jp,stock,JPY,consumer,consumer,balanced,リブ・コンサルティング グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
4811,ドリーム・アーツ,jp,stock,JPY,technology,technology,growth,ドリーム・アーツ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
4812,電通総研,jp,stock,JPY,technology,technology,growth,電通総研 プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4813,ＡＣＣＥＳＳ,jp,stock,JPY,technology,technology,growth,ＡＣＣＥＳＳ プライム（内国株式） 情報・通信業 情報通信・サービスその他,,プライム（内国株式）,情報・通信業,情報通信・サービスその他,-
4814,ネクストウェア,jp,stock,JPY,technology,technology,growth,ネクストウェア スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4816,東映アニメーション,jp,stock,JPY,technology,technology,growth,東映アニメーション スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4819,デジタルガレージ,jp,stock,JPY,technology,technology,growth,デジタルガレージ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4820,イーエムシステムズ,jp,stock,JPY,technology,technology,growth,イーエムシステムズ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4825,ウェザーニューズ,jp,stock,JPY,technology,technology,growth,ウェザーニューズ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 1
4826,ＣＩＪ,jp,stock,JPY,technology,technology,growth,ＣＩＪ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4828,ビジネスエンジニアリング,jp,stock,JPY,technology,technology,growth,ビジネスエンジニアリング プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4829,日本エンタープライズ,jp,stock,JPY,technology,technology,growth,日本エンタープライズ スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4832,ＪＦＥシステムズ,jp,stock,JPY,technology,technology,growth,ＪＦＥシステムズ スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,jp,stock,JPY,consumer,consumer,balanced,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,jp,stock,JPY,technology,technology,growth,スペースシャワーＳＫＩＹＡＫＩホールディングス スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4839,ＷＯＷＯＷ,jp,stock,JPY,technology,technology,growth,ＷＯＷＯＷ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
483A,テラテクノロジー,jp,stock,JPY,technology,technology,growth,テラテクノロジー スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
4840,トライアイズ,jp,stock,JPY,consumer,consumer,balanced,トライアイズ スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
4845,スカラ,jp,stock,JPY,technology,technology,growth,スカラ スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,small,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
4847,インテリジェント　ウェイブ,jp,stock,JPY,technology,technology,growth,インテリジェント　ウェイブ プライム（内国株式） 情報・通信業 情報通信・サービスその他,,プライム（内国株式）,情報・通信業,情報通信・サービスその他,-
4848,フルキャストホールディングス,jp,stock,JPY,consumer,consumer,balanced,フルキャストホールディングス プライム（内国株式） サービス業 情報通信・サービスその他,small,プライム（内国株式）,サービス業,情報通信・サービスその他,TOPIX Small 2
4849,エン,jp,stock,JPY,consumer,consumer,balanced,エン プライム（内国株式） サービス業 情報通信・サービスその他,small,プライム（内国株式）,サービス業,情報通信・サービスその他,TOPIX Small 1
485A,パワーエックス,jp,stock,JPY,technology,technology,growth,パワーエックス グロース（内国株式） 電気機器 電機・精密,,グロース（内国株式）,電気機器,電機・精密,-
4875,メディシノバ・インク,jp,stock,JPY,healthcare,healthcare,growth,メディシノバ・インク スタンダード（外国株式） 医薬品 医薬品,,スタンダード（外国株式）,医薬品,医薬品,-
4880,セルソース,jp,stock,JPY,healthcare,healthcare,growth,セルソース スタンダード（内国株式） 医薬品 医薬品,small,スタンダード（内国株式）,医薬品,医薬品,TOPIX Small 2
4881,ファンペップ,jp,stock,JPY,healthcare,healthcare,growth,ファンペップ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4882,ペルセウスプロテオミクス,jp,stock,JPY,healthcare,healthcare,growth,ペルセウスプロテオミクス グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4883,モダリス,jp,stock,JPY,healthcare,healthcare,growth,モダリス グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4884,クリングルファーマ,jp,stock,JPY,healthcare,healthcare,growth,クリングルファーマ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4885,室町ケミカル,jp,stock,JPY,healthcare,healthcare,growth,室町ケミカル スタンダード（内国株式） 医薬品 医薬品,,スタンダード（内国株式）,医薬品,医薬品,-
4886,あすか製薬ホールディングス,jp,stock,JPY,healthcare,healthcare,growth,あすか製薬ホールディングス プライム（内国株式） 医薬品 医薬品,small,プライム（内国株式）,医薬品,医薬品,TOPIX Small 2
4887,サワイグループホールディングス,jp,stock,JPY,healthcare,healthcare,growth,サワイグループホールディングス プライム（内国株式） 医薬品 医薬品,mid,プライム（内国株式）,医薬品,医薬品,TOPIX Mid400
4888,ステラファーマ,jp,stock,JPY,healthcare,healthcare,growth,ステラファーマ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4889,レナサイエンス,jp,stock,JPY,healthcare,healthcare,growth,レナサイエンス グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4890,坪田ラボ,jp,stock,JPY,healthcare,healthcare,growth,坪田ラボ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4891,ティムス,jp,stock,JPY,healthcare,healthcare,growth,ティムス グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4892,サイフューズ,jp,stock,JPY,healthcare,healthcare,growth,サイフューズ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4893,ノイルイミューン・バイオテック,jp,stock,JPY,healthcare,healthcare,growth,ノイルイミューン・バイオテック グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4894,クオリプス,jp,stock,JPY,healthcare,healthcare,growth,クオリプス グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4896,ケイファーマ,jp,stock,JPY,healthcare,healthcare,growth,ケイファーマ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
4901,富士フイルムホールディングス,jp,stock,JPY,balanced,materials,value,富士フイルムホールディングス プライム（内国株式） 化学 素材・化学,large,プライム（内国株式）,化学,素材・化学,TOPIX Large70
4902,コニカミノルタ,jp,stock,JPY,technology,technology,growth,コニカミノルタ プライム（内国株式） 電気機器 電機・精密,mid,プライム（内国株式）,電気機器,電機・精密,TOPIX Mid400
4911,資生堂,jp,stock,JPY,balanced,materials,value,資生堂 プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4912,ライオン,jp,stock,JPY,balanced,materials,value,ライオン プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4914,高砂香料工業,jp,stock,JPY,balanced,materials,value,高砂香料工業 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4917,マンダム,jp,stock,JPY,balanced,materials,value,マンダム プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4918,アイビー化粧品,jp,stock,JPY,balanced,materials,value,アイビー化粧品 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4919,ミルボン,jp,stock,JPY,balanced,materials,value,ミルボン プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4920,日本色材工業研究所,jp,stock,JPY,balanced,materials,value,日本色材工業研究所 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4922,コーセーホールディングス,jp,stock,JPY,balanced,materials,value,コーセーホールディングス プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4923,コタ,jp,stock,JPY,balanced,materials,value,コタ プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4925,ハーバー研究所,jp,stock,JPY,balanced,materials,value,ハーバー研究所 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4926,シーボン,jp,stock,JPY,balanced,materials,value,シーボン スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4927,ポーラ・オルビスホールディングス,jp,stock,JPY,balanced,materials,value,ポーラ・オルビスホールディングス プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4928,ノエビアホールディングス,jp,stock,JPY,balanced,materials,value,ノエビアホールディングス プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4929,アジュバンホールディングス,jp,stock,JPY,balanced,materials,value,アジュバンホールディングス スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4931,新日本製薬,jp,stock,JPY,balanced,materials,value,新日本製薬 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4932,アルマード,jp,stock,JPY,balanced,materials,value,アルマード スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4933,Ｉ－ｎｅ,jp,stock,JPY,balanced,materials,value,Ｉ－ｎｅ プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4934,プレミアアンチエイジング,jp,stock,JPY,balanced,materials,value,プレミアアンチエイジング グロース（内国株式） 化学 素材・化学,,グロース（内国株式）,化学,素材・化学,-
4935,リベルタ,jp,stock,JPY,balanced,materials,value,リベルタ スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4936,アクシージア,jp,stock,JPY,balanced,materials,value,アクシージア スタンダード（内国株式） 化学 素材・化学,small,スタンダード（内国株式）,化学,素材・化学,TOPIX Small 2
4937,Ｗａｑｏｏ,jp,stock,JPY,balanced,materials,value,Ｗａｑｏｏ グロース（内国株式） 化学 素材・化学,,グロース（内国株式）,化学,素材・化学,-
4951,エステー,jp,stock,JPY,balanced,materials,value,エステー プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4956,コニシ,jp,stock,JPY,balanced,materials,value,コニシ プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4958,長谷川香料,jp,stock,JPY,balanced,materials,value,長谷川香料 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4960,ケミプロ化成,jp,stock,JPY,balanced,materials,value,ケミプロ化成 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4966,上村工業,jp,stock,JPY,balanced,materials,value,上村工業 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4967,小林製薬,jp,stock,JPY,balanced,materials,value,小林製薬 プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4968,荒川化学工業,jp,stock,JPY,balanced,materials,value,荒川化学工業 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4970,東洋合成工業,jp,stock,JPY,balanced,materials,value,東洋合成工業 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4971,メック,jp,stock,JPY,balanced,materials,value,メック プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4972,綜研化学,jp,stock,JPY,balanced,materials,value,綜研化学 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4973,日本高純度化学,jp,stock,JPY,balanced,materials,value,日本高純度化学 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4974,タカラバイオ,jp,stock,JPY,balanced,materials,value,タカラバイオ プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4975,ＪＣＵ,jp,stock,JPY,balanced,materials,value,ＪＣＵ プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4976,東洋ドライルーブ,jp,stock,JPY,balanced,materials,value,東洋ドライルーブ スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4977,新田ゼラチン,jp,stock,JPY,balanced,materials,value,新田ゼラチン スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4978,リプロセル,jp,stock,JPY,balanced,materials,value,リプロセル グロース（内国株式） 化学 素材・化学,,グロース（内国株式）,化学,素材・化学,-
4979,ＯＡＴアグリオ,jp,stock,JPY,balanced,materials,value,ＯＡＴアグリオ スタンダード（内国株式） 化学 素材・化学,small,スタンダード（内国株式）,化学,素材・化学,TOPIX Small 2
4980,デクセリアルズ,jp,stock,JPY,balanced,materials,value,デクセリアルズ プライム（内国株式） 化学 素材・化学,mid,プライム（内国株式）,化学,素材・化学,TOPIX Mid400
4985,アース製薬,jp,stock,JPY,balanced,materials,value,アース製薬 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4990,昭和化学工業,jp,stock,JPY,balanced,materials,value,昭和化学工業 スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
4992,北興化学工業,jp,stock,JPY,balanced,materials,value,北興化学工業 スタンダード（内国株式） 化学 素材・化学,small,スタンダード（内国株式）,化学,素材・化学,TOPIX Small 2
4994,大成ラミックグループ,jp,stock,JPY,balanced,materials,value,大成ラミックグループ スタンダード（内国株式） 化学 素材・化学,small,スタンダード（内国株式）,化学,素材・化学,TOPIX Small 2
4996,クミアイ化学工業,jp,stock,JPY,balanced,materials,value,クミアイ化学工業 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 1
4997,日本農薬,jp,stock,JPY,balanced,materials,value,日本農薬 プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
4998,フマキラー,jp,stock,JPY,balanced,materials,value,フマキラー スタンダード（内国株式） 化学 素材・化学,,スタンダード（内国株式）,化学,素材・化学,-
500A,ＴＯブックス,jp,stock,JPY,technology,technology,growth,ＴＯブックス スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
5010,日本精蝋,jp,stock,JPY,energy,energy,dividend,日本精蝋 スタンダード（内国株式） 石油・石炭製品 エネルギー資源,,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,-
5011,ニチレキグループ,jp,stock,JPY,energy,energy,dividend,ニチレキグループ プライム（内国株式） 石油・石炭製品 エネルギー資源,small,プライム（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Small 2
5013,ユシロ,jp,stock,JPY,energy,energy,dividend,ユシロ スタンダード（内国株式） 石油・石炭製品 エネルギー資源,small,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Small 2
5015,ビーピー・カストロール,jp,stock,JPY,energy,energy,dividend,ビーピー・カストロール スタンダード（内国株式） 石油・石炭製品 エネルギー資源,,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,-
5016,ＪＸ金属,jp,stock,JPY,balanced,materials,value,ＪＸ金属 プライム（内国株式） 非鉄金属 鉄鋼・非鉄,mid,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,TOPIX Mid400
5018,ＭＯＲＥＳＣＯ,jp,stock,JPY,energy,energy,dividend,ＭＯＲＥＳＣＯ スタンダード（内国株式） 石油・石炭製品 エネルギー資源,,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,-
5019,出光興産,jp,stock,JPY,energy,energy,dividend,出光興産 プライム（内国株式） 石油・石炭製品 エネルギー資源,mid,プライム（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Mid400
5020,ＥＮＥＯＳホールディングス,jp,stock,JPY,energy,energy,dividend,ＥＮＥＯＳホールディングス プライム（内国株式） 石油・石炭製品 エネルギー資源,large,プライム（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Large70
5021,コスモエネルギーホールディングス,jp,stock,JPY,energy,energy,dividend,コスモエネルギーホールディングス プライム（内国株式） 石油・石炭製品 エネルギー資源,mid,プライム（内国株式）,石油・石炭製品,エネルギー資源,TOPIX Mid400
5025,マーキュリー,jp,stock,JPY,technology,technology,growth,マーキュリー グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5026,トリプルアイズ,jp,stock,JPY,technology,technology,growth,トリプルアイズ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,jp,stock,JPY,technology,technology,growth,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5028,セカンドサイトアナリティカ,jp,stock,JPY,technology,technology,growth,セカンドサイトアナリティカ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5029,サークレイス,jp,stock,JPY,technology,technology,growth,サークレイス グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5031,モイ,jp,stock,JPY,technology,technology,growth,モイ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5032,ＡＮＹＣＯＬＯＲ,jp,stock,JPY,technology,technology,growth,ＡＮＹＣＯＬＯＲ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 1
5033,ヌーラボ,jp,stock,JPY,technology,technology,growth,ヌーラボ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5034,ｕｎｅｒｒｙ,jp,stock,JPY,technology,technology,growth,ｕｎｅｒｒｙ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5035,ＨＯＵＳＥＩ,jp,stock,JPY,technology,technology,growth,ＨＯＵＳＥＩ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5036,日本ビジネスシステムズ,jp,stock,JPY,technology,technology,growth,日本ビジネスシステムズ プライム（内国株式） 情報・通信業 情報通信・サービスその他,small,プライム（内国株式）,情報・通信業,情報通信・サービスその他,TOPIX Small 2
5038,ｅＷｅＬＬ,jp,stock,JPY,technology,technology,growth,ｅＷｅＬＬ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
504A,イノバセル,jp,stock,JPY,healthcare,healthcare,growth,イノバセル グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
505A,ギークリー,jp,stock,JPY,consumer,consumer,balanced,ギークリー スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
5071,ヴィス,jp,stock,JPY,consumer,consumer,balanced,ヴィス スタンダード（内国株式） サービス業 情報通信・サービスその他,,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
5074,テスホールディングス,jp,stock,JPY,balanced,industrial,balanced,テスホールディングス プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
5076,インフロニア・ホールディングス,jp,stock,JPY,balanced,industrial,balanced,インフロニア・ホールディングス プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
5078,セレコーポレーション,jp,stock,JPY,balanced,industrial,balanced,セレコーポレーション スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
5079,ノバック,jp,stock,JPY,balanced,industrial,balanced,ノバック スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
5101,横浜ゴム,jp,stock,JPY,automotive,materials,value,横浜ゴム プライム（内国株式） ゴム製品 自動車・輸送機,mid,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Mid400
5103,昭和ホールディングス,jp,stock,JPY,automotive,materials,value,昭和ホールディングス スタンダード（内国株式） ゴム製品 自動車・輸送機,,スタンダード（内国株式）,ゴム製品,自動車・輸送機,-
5105,ＴＯＹＯ　ＴＩＲＥ,jp,stock,JPY,automotive,materials,value,ＴＯＹＯ　ＴＩＲＥ プライム（内国株式） ゴム製品 自動車・輸送機,mid,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Mid400
5108,ブリヂストン,jp,stock,JPY,automotive,materials,value,ブリヂストン プライム（内国株式） ゴム製品 自動車・輸送機,large,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Large70
5110,住友ゴム工業,jp,stock,JPY,automotive,materials,value,住友ゴム工業 プライム（内国株式） ゴム製品 自動車・輸送機,mid,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Mid400
5121,藤倉コンポジット,jp,stock,JPY,automotive,materials,value,藤倉コンポジット プライム（内国株式） ゴム製品 自動車・輸送機,small,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Small 2
5122,オカモト,jp,stock,JPY,automotive,materials,value,オカモト プライム（内国株式） ゴム製品 自動車・輸送機,small,プライム（内国株式）,ゴム製品,自動車・輸送機,TOPIX Small 2
5125,ファインズ,jp,stock,JPY,technology,technology,growth,ファインズ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5126,ポーターズ,jp,stock,JPY,technology,technology,growth,ポーターズ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5129,ＦＩＸＥＲ,jp,stock,JPY,technology,technology,growth,ＦＩＸＥＲ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5131,リンカーズ,jp,stock,JPY,technology,technology,growth,リンカーズ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5132,ｐｌｕｓｚｅｒｏ,jp,stock,JPY,technology,technology,growth,ｐｌｕｓｚｅｒｏ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5133,テリロジーホールディングス,jp,stock,JPY,technology,technology,growth,テリロジーホールディングス スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
5134,ＰＯＰＥＲ,jp,stock,JPY,technology,technology,growth,ＰＯＰＥＲ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5136,ｔｒｉｐｌａ,jp,stock,JPY,technology,technology,growth,ｔｒｉｐｌａ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5137,スマートドライブ,jp,stock,JPY,technology,technology,growth,スマートドライブ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5138,Ｒｅｂａｓｅ,jp,stock,JPY,technology,technology,growth,Ｒｅｂａｓｅ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5139,オープンワーク,jp,stock,JPY,technology,technology,growth,オープンワーク グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
5142,アキレス,jp,stock,JPY,balanced,materials,value,アキレス プライム（内国株式） 化学 素材・化学,small,プライム（内国株式）,化学,素材・化学,TOPIX Small 2
5161,西川ゴム工業,jp,stock,JPY,automotive,materials,value,西川ゴム工業 スタンダード（内国株式） ゴム製品 自動車・輸送機,,スタンダード（内国株式）,ゴム製品,自動車・輸送機,-
